title1,title2,sourcename1,sourcename2,word_count1,word_count2,annotation_label,L1_distance,Cosine_Similarity,similarity_score,L1_distance_norm,Cosine_Similarity_norm,similarity_score_norm,Average_Score
nan,the ethical voter,repec,jstor,1.0,3,0,18,0.07784989441615231,0.07447783,0.125,0.08229811698825192,0.32764286,0.17831365833888793
עיון ראשון,briefer notice,repec,jstor,2.0,2,0,22,0.02254174086668581,0.04994439,0.175,0.023829741079012465,0.29785013,0.16555995768917928
nan,letters,repec,jstor,1.0,1,0,10,0.0,0.109671354,0.025,0.0,0.37038094,0.13179364601771038
nan,cover,repec,jstor,1.0,1,0,8,0.0,0.124160334,0.0,0.0,0.387976,0.12932533025741577
nan,letter,repec,jstor,1.0,1,0,9,0.0,0.09250826,0.0125,0.0,0.34953853,0.12067951162656149
jump-diffusion calibration using differential evolution,ways to improve international training,semantic_scholar,jstor,5.0,5,0,27,0.8437250793767944,,0.2375,0.8919342255917917,,
round-robin tournaments with effort constraints,legislating the mental norms,repec,jstor,5.0,4,0,33,0.752310495187923,,0.3125,0.7952963534349964,,
wage labour and capital,nchs dataline,semantic_scholar,jstor,4.0,2,0,16,0.7471591718924568,,0.1,0.7898506914929472,,
nan,taxation and the consumer,repec,jstor,1.0,4,0,22,0.5528656051505559,,0.175,0.5844554908223593,,
the canadian consumer price index,connectivity in the commercial internet,semantic_scholar,jstor,5.0,5,0,22,0.8587884000386858,,0.175,0.9078582411008825,,
income tax procedure 1920,journalistic lateralism,semantic_scholar,jstor,4.0,2,0,24,0.5561050666251613,,0.2,0.5878800501157974,,
understanding academic culture and climate,countervailing power,semantic_scholar,jstor,5.0,2,0,32,0.7252774622585993,,0.3,0.7667186948106688,,
tullskydd och frihandel,the cult of privacy,semantic_scholar,jstor,3.0,4,0,14,0.6839061884675606,,0.075,0.722983530415873,,
distinguishing log-concavity from heavy tails,the shaping of public policy,scopus,jstor,5.0,5,0,25,0.8059925931113611,,0.2125,0.8520457634144306,,
trusting the stock market,the demand for travel agents,scopus,jstor,4.0,5,0,19,0.7780275551118464,,0.1375,0.8224828463915469,,
btg's income falls,"on john pocock's ""communication""",semantic_scholar,jstor,3.0,4,0,28,0.5979699216606839,,0.25,0.6321369982240633,,
solidarity and nash bargaining solution,agricultural cooperatives and antitrust laws,semantic_scholar,jstor,5.0,5,0,27,0.8283510207236027,,0.2375,0.8756817170031338,,
solving the misesian migration conundrum,southeast asia and islam,scopus,jstor,5.0,4,0,24,0.7355158778417887,,0.2,0.7775421176265749,,
the consumer decision journey,cronología-agenda mayo-junio 1994,scopus,jstor,4.0,3,0,28,0.6230454670475011,,0.25,0.6586453214949596,,
understanding social welfare,discussion,semantic_scholar,jstor,3.0,1,0,20,0.5570860145311556,,0.15,0.5889170478681044,,
turismo ed economia criminale,political review,repec,jstor,4.0,2,0,21,0.7574706955280662,,0.1625,0.800751399642327,,
making debt relief conditionality pro-poor,nationalism and communism in poland,semantic_scholar,jstor,5.0,5,0,29,0.7569781192451159,,0.2625,0.800230678312338,,
nan,the twilight of internationalism,repec,jstor,1.0,4,0,29,0.369012483211554,,0.2625,0.39009728582456293,,
trade and inclusive growth,certiorari and speaking orders,semantic_scholar,jstor,4.0,4,0,16,0.8629587319592329,,0.1,0.9122668593379525,,
reply to mr zarenda,nuisance by landlords,semantic_scholar,jstor,4.0,3,0,18,0.6669240172520741,,0.125,0.7050310242000566,,
styles of monetary management,the dictator and totalitarianism,repec,jstor,4.0,4,0,25,0.7018151412904202,,0.2125,0.7419157731068405,,
editorial,introduction,scopus,jstor,1.0,1,0,9,0.6741998624632421,,0.0125,0.7127225999544983,,
luck and risk,trial balance in japan,semantic_scholar,jstor,3.0,4,0,19,0.6369297552984821,,0.1375,0.6733229365045538,,
an introduction to survey costs,the economic development of ceylon,semantic_scholar,jstor,5.0,5,0,25,0.7028877719835743,,0.2125,0.7430496922589784,,
trustworthiness of statistical inference,reagan was right,scopus,jstor,4.0,3,0,30,0.6708203932499369,,0.275,0.7091500330966929,,
dissenting opinions in arbitrage,capital shortages and persistent unemployment,semantic_scholar,jstor,4.0,5,0,27,0.7797942147440952,,0.2375,0.8243504502230438,,
service quality in airlines,u.s.-japan strategic relations,semantic_scholar,jstor,4.0,3,0,21,0.7557421816064579,,0.1625,0.7989241211083842,,
globalization and top income shares,the threat is real,semantic_scholar,jstor,5.0,4,0,25,0.695541606688823,,0.2125,0.7352837784401275,,
weltwirtschaftsklima hat sich gebessert,report of committee iv,repec,jstor,4.0,4,0,29,0.637699312182453,,0.2625,0.6741364646787553,,
patterns of skill premia,an aggregate homothetic production function,repec,jstor,4.0,5,0,31,0.7027937993137866,,0.2875,0.7429503501361677,,
saving in sub-saharan africa,some inherent labour problems,semantic_scholar,jstor,4.0,4,0,29,0.5254069374927338,,0.2625,0.5554278773593908,,
income mobility profiles,the maintenance of peace,elsevier,jstor,3.0,4,0,24,0.5918640302493727,,0.2,0.6256822256202692,,
beyond the current gender wars,income effects on undernutrition,scopus,jstor,5.0,4,0,24,0.7906478406575889,,0.2,0.8358242355361051,,
editorial,report on czechoslovakia,scopus,jstor,1.0,3,0,19,0.6223759142641418,,0.1375,0.6579375115010223,,
purchasing power parity revisited,discussion,ssrn,jstor,4.0,1,0,25,0.4975936608349779,,0.2125,0.5260253930866351,,
time consistency and policy,russia turns the corner,repec,jstor,4.0,4,0,20,0.6560505959914563,,0.15,0.69353631246435,,
horizontal mergers under bertrand competition,judicial auditing,semantic_scholar,jstor,5.0,2,0,34,0.5023447326435767,,0.325,0.531047933790846,,
the stationary beer game,comparative government and cross-national research,semantic_scholar,jstor,4.0,5,0,30,0.8479032784491773,,0.275,0.8963511604975869,,
pension splitting and divorce,communicating economic ideas and controversies,semantic_scholar,jstor,4.0,5,0,23,0.8637089791028035,,0.1875,0.9130599744430498,,
the rationality problem,education and learning,semantic_scholar,jstor,3.0,3,0,19,0.6823494524023584,,0.1375,0.7213378448593971,,
military profession and military regimes,psychological barriers to communication,semantic_scholar,jstor,5.0,4,0,21,0.8221661676371796,,0.1625,0.8691434709762261,,
editor's note,the new zionism,scopus,jstor,2.0,3,0,12,0.7175473098524098,,0.05,0.758546853450668,,
co-ordination of war amis,international law and relations,semantic_scholar,jstor,4.0,4,0,18,0.79021112989103,,0.125,0.8353625717917182,,
cryptocurrency volatility markets,misreading china,ssrn,jstor,3.0,2,0,27,0.5447670420505112,,0.2375,0.5758941883512034,,
forestry in the united kingdom,computers and privacy,semantic_scholar,jstor,5.0,3,0,23,0.6773340106676827,,0.1875,0.7160358285403813,,
self-organization of knowledge economies,committal for sentence,elsevier,jstor,4.0,3,0,26,0.8122955416108235,,0.225,0.8587088526436443,,
the federal reserve bank note,behavioral economics and institutional innovation,semantic_scholar,jstor,5.0,5,0,38,0.5571835902446639,,0.375,0.5890201989069818,,
measuring technological bias,division of lebanon,semantic_scholar,jstor,3.0,3,0,19,0.7489308618940975,,0.1375,0.7917236131213635,,
maximum economic yield,the church and first cause,semantic_scholar,jstor,3.0,5,0,26,0.4949340131970674,,0.225,0.5232137772958387,,
international cooperation in the arctic,foreign and comparative government,scopus,jstor,5.0,4,0,23,0.8512982579973589,,0.1875,0.8999401239268167,,
the prediction of voter turnout,the neuroses,semantic_scholar,jstor,5.0,2,0,23,0.6956083436402524,,0.1875,0.7353543286377529,,
agent-based model of economy,deterrence and power,semantic_scholar,jstor,4.0,3,0,20,0.7169281790988647,,0.15,0.7578923465233509,,
economics in europe,locke on king's prerogative,semantic_scholar,jstor,3.0,4,0,14,0.8204836824663079,,0.075,0.8673648512046536,,
costly contingent contracts,some aspects of secondary education,semantic_scholar,jstor,3.0,5,0,24,0.7518058770475473,,0.2,0.7947629021944713,,
three essays in international macroeconomics,professional management,semantic_scholar,jstor,5.0,2,0,27,0.8770409513279156,,0.2375,0.9271537149432135,,
the kremlin and sdi,mr malinvaud and econometrics,semantic_scholar,jstor,4.0,4,0,14,0.8204836824663079,,0.075,0.8673648512046536,,
housing conditions in portugal,front matter,semantic_scholar,jstor,4.0,2,0,28,0.5,,0.25,0.5285692267501437,,
the population of indonesia,the legitimacy of the people,repec,jstor,4.0,5,0,21,0.7540712710224257,,0.1625,0.7971577372776432,,
power laws and macroeconomic fluctuations,nber board of directors,semantic_scholar,jstor,5.0,4,0,28,0.7367521157247865,,0.25,0.7788489922303655,,
the demand for casino gaming,renewing american leadership,scopus,jstor,5.0,3,0,18,0.7846715615207802,,0.125,0.8295064810517332,,
dual-use contracts,the presidency and the election,semantic_scholar,jstor,2.0,5,0,23,0.6270894413356963,,0.1875,0.6629203622199772,,
8. modeling economics,limiting liability for negligence,semantic_scholar,jstor,3.0,4,0,28,0.6929251211408455,,0.25,0.7325177909543327,,
main reasons behind shadow economy,the shanghai bubble,semantic_scholar,jstor,5.0,3,0,29,0.6375982524533231,,0.2625,0.6740296305529918,,
return on stock investment,nonstructural risk attitude estimation,semantic_scholar,jstor,4.0,4,0,18,0.8549556701145169,,0.125,0.9038065149161623,,
trial by issues,all-pay auctions with polynomial rewards,semantic_scholar,jstor,3.0,5,0,29,0.7055623160417382,,0.2625,0.7458770556284442,,
report on market concentration,externalities and free trade agreements,semantic_scholar,jstor,4.0,5,0,27,0.7414226880391382,,0.2375,0.7837864338237206,,
onshore products and offshore derivatives,anzus in crisis,semantic_scholar,jstor,5.0,3,0,30,0.6009078736113731,,0.275,0.6352428202056731,,
economic integration and industry location,child care cost and quality,semantic_scholar,jstor,5.0,5,0,21,0.7973100273865095,,0.1625,0.8428670893116464,,
national productivity boards,front matter,repec,jstor,3.0,2,0,22,0.6639528095680697,,0.175,0.70189004630396,,
investing in canada,full employment at whatever cost,semantic_scholar,jstor,3.0,5,0,31,0.4833333333333334,,0.2875,0.5109502525251389,,
reproductive strategies and tactics,anglo-american shibboleths,semantic_scholar,jstor,4.0,2,0,29,0.6761234037828132,,0.2625,0.7147560494503136,,
models and policy making,the keynesian revolution reconsidered,semantic_scholar,jstor,4.0,4,0,25,0.6715479947413826,,0.2125,0.7099192086121243,,
documenting in biotechnology,life-style risk factors,semantic_scholar,jstor,3.0,3,0,27,0.49931553698233366,,0.2375,0.5278456545741698,,
the model selection curse,contemporary radical economics,semantic_scholar,jstor,4.0,3,0,23,0.7049681945352559,,0.1875,0.7452489869378902,,
real-time fast economic dispatch,balanced thought and economic growth,semantic_scholar,jstor,4.0,5,0,22,0.8067842963896242,,0.175,0.8528827033936448,,
unravelling the spanish welfare state,editor's note,semantic_scholar,jstor,5.0,2,0,32,0.6532553344640133,,0.3,0.6905813340161,,
political support for farmer cooperatives,compulsory purchase compensation for farms,semantic_scholar,jstor,5.0,5,0,19,0.8916922697176576,,0.1375,0.9426421870074857,,
how to sell water,cyclical fluctuations in strike durations,semantic_scholar,jstor,4.0,5,0,32,0.6083694167301508,,0.3,0.6431307043589835,,
corporate transparency and green management,reagan's foreign policy,scopus,jstor,5.0,3,0,30,0.8093517717342729,,0.275,0.8555968803088868,,
renting for development,social democracy in france,repec,jstor,3.0,4,0,19,0.6270544465288199,,0.1375,0.6628833678639553,,
energy security and climate change,maximization by quadratic hill-climbing,semantic_scholar,jstor,5.0,4,0,29,0.6523965913113965,,0.2625,0.6896735236077887,,
the imperious economy,integrating theories of international regimes,semantic_scholar,jstor,3.0,5,0,34,0.7687422135960734,,0.325,0.8126669548213407,,
nan,acknowledgments to readers,repec,jstor,1.0,3,0,23,0.3651483716701107,,0.1875,0.386012384925489,,
marketmakers versus matchmakers,the statistical production function,scopus,jstor,3.0,4,0,40,0.46173060467206417,,0.4,0.4881131773567785,,
adam's motive,hospital attributes and physician prices,semantic_scholar,jstor,2.0,5,0,35,0.6316299207100966,,0.3375,0.6677202775639807,,
combining equity country selection strategies,against the communitarian republic,semantic_scholar,jstor,5.0,4,0,23,0.8574723404889956,,0.1875,0.9064669839438086,,
taming the financial cycle,dressing down the ethic chic,semantic_scholar,jstor,4.0,5,0,20,0.7483554251115621,,0.15,0.7911152967709868,,
nan,information and frictional unemployment,repec,jstor,1.0,4,0,36,0.6,,0.35,0.6342830721001724,,
crime induced poverty traps,american government and politics,scopus,jstor,4.0,4,0,15,0.8397191227596316,,0.0875,0.8876993748087348,,
pleasant mathematics matemática agradável,help your hegemon,scopus,jstor,4.0,3,0,34,0.4446030417176544,,0.325,0.47000697194292496,,
simple commodity production,discussion,semantic_scholar,jstor,3.0,1,0,21,0.5733930582692841,,0.1625,0.6061558508665912,,
antitrust and trade policies,defense dollars,semantic_scholar,jstor,4.0,2,0,19,0.6301260378126043,,0.1375,0.6661304651234802,,
location and the multinational enterprise,job security and unfair dismissal,repec,jstor,5.0,5,0,26,0.7618527288259722,,0.225,0.8053838155460621,,
implications for gcc economies,psychodynamic factors in racial relations,semantic_scholar,jstor,4.0,5,0,19,0.8532014743924858,,0.1375,0.9019520871634376,,
chemical earnings continue steep climb,an equity richly satisfied,semantic_scholar,jstor,5.0,4,0,22,0.7960029457578486,,0.175,0.8414853230601251,,
distributional conflict in organizations,optimal immigration and cultural assimilation,ssrn,jstor,4.0,5,0,19,0.8809687826238687,,0.1375,0.9313059764450274,,
the situation in spain,food price controls reconsidered,semantic_scholar,jstor,4.0,4,0,28,0.5345224838248488,,0.25,0.565064271911733,,
redistribution mechanisms,tensions in the middle east,scopus,jstor,2.0,5,0,16,0.8139918306215054,,0.1,0.8605020649850861,,
merging interests,schumpeter's history of economics,semantic_scholar,jstor,2.0,4,0,22,0.6600229178603121,,0.175,0.6977356066615975,,
nan,chronology 1986,repec,jstor,1.0,2,0,16,0.19518001458970669,,0.1,0.20633229877752604,,
criteria of redistributing and gerrymandering,soviet agriculture since stalin,semantic_scholar,jstor,5.0,4,0,28,0.8118411378096826,,0.25,0.8582284849120415,,
crisis of australian multiculturalism,relative employment effects of unionism,scopus,jstor,4.0,5,0,32,0.6453501886662647,,0.3,0.6822245004127737,,
i. agricultural reforms in china,we and the arabs,semantic_scholar,jstor,5.0,4,0,24,0.6451822708364094,,0.2,0.6820469880178054,,
takeover auctions with price reaction,german democracy in the 1950's,semantic_scholar,jstor,5.0,5,0,27,0.7851724690480293,,0.2375,0.8300360096604359,,
temporary work in sweden,excise tax revenue maximization,semantic_scholar,jstor,4.0,4,0,25,0.6963575181639444,,0.2125,0.7361463098351305,,
network capital dependent path-dependency,rent acts cases,semantic_scholar,jstor,4.0,3,0,32,0.6388900347412471,,0.3,0.6753952232831067,,
the productivity puzzles,correspondence,semantic_scholar,jstor,3.0,1,0,22,0.46656947481584354,,0.175,0.4932285330572621,,
providing customer satisfaction,limited interests in chattels,semantic_scholar,jstor,3.0,4,0,20,0.7799513458638686,,0.15,0.8245165595719979,,
causes and consequences of layoffs,point four and world production,semantic_scholar,jstor,5.0,5,0,31,0.5760809442614504,,0.2875,0.6089973185075349,,
the fintech revolution,agricultural productivity revisited,scopus,jstor,3.0,3,0,27,0.7121212121212122,,0.2375,0.7528107168865683,,
employment and unemployment,mr. gray on caricature,semantic_scholar,jstor,3.0,4,0,29,0.4666666666666668,,0.2625,0.49333127830013423,,
contagion in dealer networks,reply to moffit and rangarajan,repec,jstor,4.0,5,0,20,0.7981987297166114,,0.15,0.8438065707185125,,
regulating the bbc,comment,elsevier,jstor,3.0,1,0,17,0.3779644730092272,,0.1125,0.3995607784750255,,
specialization patterns in international trade,vagrancy and law reform,semantic_scholar,jstor,5.0,4,0,35,0.6701340402134047,,0.3375,0.7084244629090981,,
raiding the cookie jar,review article,semantic_scholar,jstor,4.0,2,0,16,0.7244319066010189,,0.1,0.7658248254104657,,
an energetic programme,affirmative action in the military,scopus,jstor,3.0,5,0,24,0.674199862463242,,0.2,0.7127225999544982,,
the taxation of risky assets,private property rights and sharecropping,semantic_scholar,jstor,5.0,5,0,25,0.7056111205188896,,0.2125,0.7459286487179438,,
controlling strange attractor in dynamics,liquor control in sweden,semantic_scholar,jstor,5.0,4,0,25,0.7979583877950543,,0.2125,0.8435524960312464,,
subjective beliefs and schooling decisions,genes and ideologies,repec,jstor,5.0,3,0,24,0.8660254037844387,,0.2,0.9155087560486435,,
hochwertiger natur- und kulturtourismus,sources of domestic policy initiatives,semantic_scholar,jstor,4.0,5,0,33,0.6473530621311356,,0.3125,0.6843418149699841,,
la constitution italienne de 1948,personal hostility and international aggression,semantic_scholar,jstor,5.0,5,0,26,0.8691155351426698,,0.225,0.9187754527337967,,
world financial crisis and ukraine,the acceleration principle reconsidered,semantic_scholar,jstor,5.0,4,0,25,0.7514760888123704,,0.2125,0.7944142703695538,,
nan,agenda europea,repec,jstor,1.0,2,0,13,0.4385290096535146,,0.0625,0.46358587908012905,,
robust preference expansions,discussion,repec,jstor,3.0,1,0,22,0.5,,0.175,0.5285692267501437,,
rhodesian trade since udi,the radcliffe report and evidence,semantic_scholar,jstor,4.0,5,0,16,0.8652833191501111,,0.1,0.9147242698459441,,
theoretical basis for sustainable development,maternal employment and latchkey adolescents,semantic_scholar,jstor,5.0,5,0,23,0.8726989031317881,,0.1875,0.9225635688281356,,
causality testing in equity markets,auge mundial de las privatizaciones,semantic_scholar,jstor,5.0,5,0,18,0.8188504723485274,,0.125,0.865638321986502,,
oil's contribution to u.k. self-sufficiency,federalism and freedom,semantic_scholar,jstor,5.0,3,0,41,0.5105097012190462,,0.4125,0.5396794360435963,,
on the essential of eco-value,innovation and venture capital exits,semantic_scholar,jstor,5.0,5,0,23,0.8005039424382577,,0.1875,0.8462434997300629,,
behavioural needs and poultry welfare,searching for the lowest price,semantic_scholar,jstor,5.0,5,0,21,0.8091371764398357,,0.1625,0.8553700233711972,,
nan,chronology 1990,repec,jstor,1.0,2,0,16,0.18650096164806274,,0.1,0.19715733817294945,,
spotřební chování nízkoprahových domácností,ecocidio en la antigua urss,semantic_scholar,jstor,4.0,5,0,38,0.4972120734880049,,0.375,0.5256220024287808,,
motivation makes money,price-taking behavior,semantic_scholar,jstor,3.0,2,0,19,0.6416587529241816,,0.1375,0.6783221417411923,,
policy lag and sustained growth,the cost of inequality,scopus,jstor,5.0,4,0,17,0.8040761540665545,,0.1125,0.8500198220063763,,
equity instruments,japanese industry since the war,scopus,jstor,2.0,5,0,21,0.7525088343620961,,0.1625,0.7955060254028502,,
cluster weighted beta regression,prediction in economic geography,semantic_scholar,jstor,4.0,4,0,26,0.6933609117949814,,0.225,0.7329784820124958,,
the twin-deficit illusion,britain's imperial legacy,repec,jstor,3.0,3,0,22,0.7109736629101983,,0.175,0.7515975984883216,,
chancellor of the exchequer,errata to kuczynski and schwarz,semantic_scholar,jstor,4.0,5,0,30,0.5972798330092393,,0.275,0.631407478974297,,
debunking management myths,locke on suicide,semantic_scholar,jstor,3.0,3,0,22,0.5150262026246047,,0.175,0.5444540033547003,,
puritanism and progress,briefer notices,semantic_scholar,jstor,3.0,2,0,18,0.6559132733999383,,0.125,0.693391143472322,,
impacts of european livestock production,new dimensions in international relations,semantic_scholar,jstor,5.0,5,0,27,0.748635363992559,,0.2375,0.7914112309267186,,
experience in public goods experiments,reply to john lu,repec,jstor,5.0,4,0,30,0.6114994880877856,,0.275,0.6464396231533391,,
iasb conceptual framework,the residential treatment center,semantic_scholar,jstor,3.0,4,0,27,0.6678270969037458,,0.2375,0.7059857044264124,,
principles of state budget management,the dispersion hypothesis in macroeconomics,semantic_scholar,jstor,5.0,5,0,28,0.756761932429556,,0.25,0.8000021389164699,,
der rechtsanwalt als strafverteidiger,trade in services,semantic_scholar,jstor,4.0,3,0,20,0.8890771163017095,,0.15,0.9398776077696843,,
slowdown in the second quarter,campus 1980,semantic_scholar,jstor,5.0,2,0,31,0.3243374865704012,,0.2875,0.3428696289652041,,
nan,excesses of self-determination,repec,jstor,1.0,3,0,27,0.2439750182371333,,0.2375,0.2579153734719075,,
economics as science of experience,let's spread them around,semantic_scholar,jstor,5.0,4,0,30,0.6544919279826653,,0.275,0.6918885845760163,,
look before you write,cost analysis in transportation,semantic_scholar,jstor,4.0,4,0,28,0.4984394300846815,,0.25,0.5269194882832848,,
majority voting with single-crossing preferences,worker response and social background,elsevier,jstor,5.0,5,0,29,0.7967837389228644,,0.2625,0.8423107295390936,,
paths of the weberian–austrian interconnection,development and democracy,semantic_scholar,jstor,5.0,3,0,37,0.6928975045933257,,0.3625,0.7324885964399965,,
innovative technologies in public administration,books reviewed,semantic_scholar,jstor,5.0,2,0,38,0.5568194024007713,,0.375,0.5886352019329056,,
nan,discussion,repec,jstor,1.0,1,0,11,0.21081851067789192,,0.0375,0.22286435434726048,,
adventure with two passports,coalition government and political communication,semantic_scholar,jstor,4.0,5,0,36,0.6275572683030609,,0.35,0.6634149200967627,,
the globally competitive indian firm,the rollback fantasy,semantic_scholar,jstor,5.0,3,0,22,0.7110918335522359,,0.175,0.7517225212180945,,
federalism for germany,the chilean road to democracy,semantic_scholar,jstor,3.0,5,0,19,0.72239364383077,,0.1375,0.7636700994576976,,
california and the southwest,schools of arts,semantic_scholar,jstor,4.0,3,0,17,0.7314897736412561,,0.1125,0.7732859680583928,,
volatility dependent dynamic equicorrelation,prediction intervals for arima models,repec,jstor,4.0,5,0,21,0.8785852730298281,,0.1625,0.9287862767988803,,
behavioral patterns in social networks,the way forward,scopus,jstor,5.0,3,0,31,0.6885921484025748,,0.2875,0.7279372388547383,,
tasks before the economists panel,video games and adolescent fighting,semantic_scholar,jstor,5.0,5,0,20,0.8085563931230865,,0.15,0.85475605499391,,
mobility barriers and public policy,status of federal lands,repec,jstor,5.0,4,0,28,0.5746628212274875,,0.25,0.6074981661165382,,
u.s. energy policy,aviation and international co-operation,semantic_scholar,jstor,3.0,4,0,35,0.4791396174947693,,0.3375,0.5065169142491397,,
structural transformation and tax efficiency,conditions and promises,scopus,jstor,5.0,3,0,29,0.7300944272375457,,0.2625,0.7718108937190772,,
earnings and liquidity factors,chinese policy towards south-east asia,elsevier,jstor,4.0,5,0,24,0.8093702576100404,,0.2,0.8556164224390074,,
economics teaching at czech universities,labor versus globalization,semantic_scholar,jstor,5.0,3,0,30,0.618457037112371,,0.275,0.6537947157693417,,
poor people and risky business,front matter,ssrn,jstor,5.0,2,0,28,0.4304142310105583,,0.25,0.4550074345350171,,
econometric views 3.1,the politics of woolgrowing,semantic_scholar,jstor,3.0,4,0,22,0.7021137747297408,,0.175,0.7422314699990473,,
the romanian economic reform program,more successful attempts,semantic_scholar,jstor,5.0,3,0,30,0.5686223542325971,,0.275,0.6011125561791403,,
integrity in public life,canada's re-engagement with india,semantic_scholar,jstor,4.0,4,0,27,0.6466442764972707,,0.2375,0.683592530421137,,
virtual wealth is growing,the sequel to bills only,repec,jstor,4.0,5,0,21,0.6823827800460687,,0.1625,0.7213730767931278,,
housing conditions and fertility,privatization versus nationalization,semantic_scholar,jstor,4.0,3,0,20,0.8357661056711407,,0.15,0.8835204884371475,,
administering the allocated acquisitions budget,cuba in the 1980s,semantic_scholar,jstor,5.0,4,0,38,0.7066292321476856,,0.375,0.7470049336706999,,
trafficking in foreign tax credits,the administrative novel,semantic_scholar,jstor,5.0,3,0,22,0.7714285714285716,,0.175,0.8155068069859361,,
pricing better,unfair dismissals and natural justice,repec,jstor,2.0,5,0,31,0.5039289659314429,,0.2875,0.5327226877187645,,
talking trade with asian economies,gambling in nevada,semantic_scholar,jstor,5.0,3,0,22,0.7819290527140303,,0.175,0.8266072695330547,,
the sustainability test,contemporary economics resurveyed,semantic_scholar,jstor,3.0,3,0,32,0.4646882087204436,,0.3,0.4912397743265485,,
the contested moralities of markets,generational accounting around the globe,semantic_scholar,jstor,5.0,5,0,25,0.7630955912467992,,0.2125,0.8066976932035287,,
artificial states,japan's new nationalism,scopus,jstor,2.0,3,0,18,0.65487619065686,,0.125,0.6922948034251523,,
securing transparency,beyond border control,semantic_scholar,jstor,2.0,3,0,20,0.5577634353164502,,0.15,0.5896331754294397,,
strategic inattention in product search,review article,repec,jstor,5.0,2,0,31,0.690292517269669,,0.2875,0.7297347641692783,,
finland,demographic perspectives,scopus,jstor,1.0,2,0,25,0.18856180831641267,,0.2125,0.19933593843283012,,
making energy efficiency pro-poor,soviet policies in asia,semantic_scholar,jstor,4.0,4,0,28,0.6527148260656127,,0.25,0.6900099418037109,,
merger control in switzerland,econometric methodology in radical economics,semantic_scholar,jstor,4.0,5,0,23,0.810885622801009,,0.1875,0.8572183732534759,,
tying micro and macro,financing growth in agricultural cooperatives,semantic_scholar,jstor,4.0,5,0,32,0.835833987533419,,0.3,0.883592248964057,,
informal unemployment and education,discussion,semantic_scholar,jstor,4.0,1,0,31,0.4111032083956734,,0.2875,0.4345930099524085,,
approach to the taiwan question,interview with ramadan shallah,semantic_scholar,jstor,5.0,4,0,21,0.7976811272199511,,0.1625,0.8432593932156651,,
substitution and income effects,the indian constitutional problem,semantic_scholar,jstor,4.0,4,0,16,0.8696023893684335,,0.1,0.9192901250571005,,
the costs of inflation revisited,urbanization and migration in taiwan,semantic_scholar,jstor,5.0,5,0,32,0.6845024057982145,,0.3,0.7236138146827507,,
nan,back matter,repec,jstor,1.0,2,0,12,0.23094010767585027,,0.05,0.2441356682796382,,
social entrepreneurship in sub-saharan africa,v. the teacher of government,semantic_scholar,jstor,5.0,5,0,35,0.6468921754047852,,0.3375,0.6838545938888513,,
avoidance costs in optimal penalties,summit sense,semantic_scholar,jstor,5.0,2,0,28,0.6359727033932191,,0.25,0.6723112001335046,,
adam smith and all that,an analysis of final-offer arbitration,semantic_scholar,jstor,5.0,5,0,29,0.6863837466253175,,0.2625,0.7256026524152213,,
penalty clauses and the cisg,judicial review and prison governors,semantic_scholar,jstor,5.0,5,0,24,0.6963106238227914,,0.2,0.7360967360238461,,
demand for machine tools,guidelines for contributors,semantic_scholar,jstor,4.0,3,0,17,0.7421082385212816,,0.1125,0.78451115560021,,
legal narration of accounts receivable,lessons of war finance,semantic_scholar,jstor,5.0,4,0,24,0.8174858078138185,,0.2,0.8641956826307332,,
illusory land price,soviet foreign trade channels,semantic_scholar,jstor,3.0,4,0,20,0.7128734709665808,,0.15,0.7536059586389933,,
coco issuance and bank fragility,way out there,semantic_scholar,jstor,5.0,3,0,27,0.5455005501394377,,0.2375,0.5766696079579611,,
nan,growth in developed nations,repec,jstor,1.0,4,0,24,0.4146442144313647,,0.2,0.4383363435968144,,
india's growth story,economic and labor market trends,semantic_scholar,jstor,3.0,5,0,26,0.7027819284987272,,0.225,0.7429378010410941,,
responses to the law,joint products and multijurisdictional spillovers,semantic_scholar,jstor,4.0,5,0,37,0.6725927091345493,,0.3625,0.7110236163700661,,
employment and labour productivity,note on the doolittle solution,semantic_scholar,jstor,4.0,5,0,26,0.7798902259156505,,0.225,0.8244519473244605,,
ã–konomik der rindfleischproduktion ohne milcherzeugung,brief rejoinder,semantic_scholar,jstor,5.0,2,0,44,0.7351653609324602,,0.45,0.7771715727231215,,
the riskmetrics 2006 methodology,end of the marshall plan,ssrn,jstor,4.0,5,0,28,0.627093443885227,,0.25,0.6629245934689981,,
correspondence,panama paralysis,scopus,jstor,1.0,2,0,22,0.23904572186687867,,0.175,0.25270442473021193,,
long-term success through social partnership,youth development,semantic_scholar,jstor,5.0,2,0,33,0.6197733194098474,,0.3125,0.6551862084016656,,
taxing the stork,games with procedurally rational players,semantic_scholar,jstor,3.0,5,0,30,0.6691292237891385,,0.275,0.7073622328282976,,
agricultural letter,japan's role in asia-pacific cooperation,repec,jstor,2.0,5,0,37,0.5192616157080083,,0.3625,0.5489314213916244,,
the demographics of stagnation,jerusalem,semantic_scholar,jstor,4.0,1,0,27,0.408248290463863,,0.2375,0.4315749664251043,,
web information systems and technologies,land for 2.4 billion neighbors,semantic_scholar,jstor,5.0,5,0,24,0.7768193328323317,,0.2,0.8212055881594962,,
