,title
26082,Random walks with drift : a sequential approach
26083,Hildenbrand Distribution Economies as Limiting Empirical Distributions of Random Economies
26084,Sustainability in arctic maritime supply chains
26085,Affordable Uplift: Supervised Randomization in Controlled Exprtiments
26086,"An intensive, school-based learning camp targeting academic and non-cognitive skills evaluated in a randomized trial"
26087,The long-term effects of financial aid and career education: Evidence from a randomized experiment
26088,"Arctic repercussions of Russia's invasion: Council on pause, research on ice and Russia frozen out"
26089,When Randomization in Collective Tournaments is Profitable for the Principal
26090,The effects of early childhood intervention on child development and early skill formation. Evidence from a randomized experiment.
26091,Random times at which insiders can have free lunches
26092,Does Money Burn Fat? – Evidence from a Randomized Experiment
26093,Confidence intervals for the between group variance in the unbalanced one-way random effects model of analysis of variance
26094,Testing for unit roots in the context of misspecified logarithmic random walks
26095,A multiplicative concept for random utility
26096,Nonparametric Analysis of Random Utility Models: Testing
26097,Housing Demand with Random Group Effects
26098,Using Randomization in Development Economics Research: A Toolkit
26099,Consumption Smoothing and Household Responses: Evidence from Random Exogenous Health Shocks
26100,Dividing labour in social microorganisms: coordinated or random specialisation?
26101,Investment With Uncertain Tax Policy: Does Random Tax Policy Discourage Investment?
26102,Bayesian Inference and Gibbs Sampling in Generalized True Random-Effects Models
26103,Stating Appointment Costs in SMS Reminders Reduces Missed Hospital Appointments: Findings from Two Randomised Controlled Trials
26104,cvcrand and cptest: Efficient design and analysis of cluster randomized trials
26105,Modeling and Simulation of Some Functions of Two Independent Random Variables
26106,Generating random weak orders and the probability of a Condorcet winner
26107,An alternative proof of Gibbard's random dictatorship result
26108,Social preferences in the online laboratory: A randomized experiment
26109,Ranges of Randomization
26110,RANDOM-TIME AGGREGATION IN PARTIAL AJUSTMENT MODELS
26111,Fundamental comparative advantage versus random talent: An analysis using chess data
26112,Structural Models vs Random Walk: The Case of the Lira/$ Exchange Rate
26113,"Decentralized Trade, Random Utility and the Evolution of Social Welfare"
26114,On Robust Properties of the SIML Estimation of Volatility under Micro-market noise and Random Sampling
26115,Computing the distribution of the sum of dependent random variables via overlapping hypercubes.
26116,Informing Students about College: An Efficient Way to Decrease the Socio-Economic Gap in Enrollment: Evidence from a Randomized Field Experiment
26117,Equilibrium policy simulations with random utility models of labour supply
26118,Making Amartya Sen’s Capability Approach Operational: A Random Scale Framework for Empirical Modeling
26119,When the Walk Is Not Random: Commodity Prices and Exchange Rates
26120,Random Reservation Prices and Bidding Behavior in OCS Drainage Auctions
26121,"Evolutionarily Stable Strategies of Random Games, and the Vertices of Random Polygons"
26122,Statistical Treatment Rules for Heterogeneous Populations: With Application to Randomized Experiments
26123,Utilitarianism and Horizontal Equity: The Case for Random Taxation
26124,The Labor Market Impacts of Youth Training in the Dominican Republic: Evidence from a Randomized Evaluation
26125,Networks and Workouts: Treatment Size and Status Specific Peer Effects in a Randomized Field Experiment
26126,Domestic Violence: A Non-random Affair
26127,Vertical versus Horizontal Incentives in Education: Evidence from Randomized Trials
26128,"Juvenile Incarceration, Human Capital and Future Crime: Evidence from Randomly-Assigned Judges"
26129,Endogenous Stratification in Randomized Experiments
26130,Does Classroom Time Matter? A Randomized Field Experiment of Hybrid and Traditional Lecture Formats in Economics
26131,Exporting and Firm Performance: Evidence from a Randomized Trial
26132,Networks and Manufacturing Firms in Africa: Results from a Randomized Field Experiment
26133,Management and Student Achievement: Evidence from a Randomized Field Experiment
26134,A Note on Nonparametric Identification of Distributions of Random Coefficients in Multinomial Choice Models
26135,The Uptick in Income Segregation: Real Trend or Random Sampling Variance
26136,Can Mobile-Linked Bank Accounts Bolster Savings? Evidence from a Randomized Controlled Trial in Sri Lanka
26137,Does Virtual Advising Increase College Enrollment? Evidence from a Random Assignment College Access Field Experiment
26138,The Governance of Non-Profits and their Social Impact: Evidence from a Randomized Program in Healthcare in the Democratic Republic of Congo
26139,The Health of Democracies During the Pandemic: Results from a Randomized Survey Experiment
26140,"Student Evaluation of Teaching, Formulation of Grade Expectations, and Instructor Choice: Explorations with Random-Effects Ordered Probability Models"
26141,A more accurate second-order polynomial metamodel using a pseudo-random number assignment strategy
26142,An ILS-biased randomization algorithm for the two-dimensional loading HFVRP with sequential loading and items rotation
26143,Understanding and Misunderstanding Randomized Controlled Trials
26144,Random Evolving Lotteries and Intrinsic Preference for Information
26145,Child Care Provision: Semiparametric Evidence from a Randomized Experiment in Mexico
26146,A triangular treatment effect model with random coefficients in the selection equation
26147,Power to the people : evidence from a randomized field experiment of a community-based monitoring project in Uganda
26148,Minimax Estimator for linear models with nonrandom disturbances
26149,Predicting random level and seasonality of hotel prices. A structural equation growth curve approach
26150,Addition of Hyaluronidase Reduces Failure of Regional Block in Ophthalmic Surgery- Meta-Analysis of Randomized Clinical Trials
26151,"Let’s Take the Con Out of Randomized Control Trials in Development: The Puzzles and Paradoxes of External Validity, Empirically Illustrated"
26152,Random social choice functions for single-peaked domains on trees
26153,Do Unemployment Insurance Recipients Actively Seek Work? Randomized Trials in Four U.S. States
26154,Neighborhood Effects on Barriers to Employment: Results From a Randomized Housing Mobility Experiment in Baltimore
26155,Nonparametric Analysis of Random Utility Models: Computational Tools for Statistical Testing
26156,The Effect of Gender-Targeted Conditional Cash Transfers on Household Expenditures: Evidence from a Randomized Experiment
26157,Growing Markets through Business Training for Female Entrepreneurs: A Market-Level Randomized Experiment in Kenya
26158,A Structural Analysis of the Correlated Random Coefficient Wage Regression Model with an Application to the OLS-IV Puzzle
26159,Addressing Vaccine Hesitancy Using Local Ambassadors: A Randomized Controlled Trial in Indonesia
26160,Inference with Imperfect Randomization: The Case of the Perry Preschool Program
26161,Assisting the Long-Term Unemployed: Results from a Randomized Trial
26162,"Life Skills, Employability and Training for Disadvantaged Youth: Evidence from a Randomized Evaluation Design"
26163,Does Activating Sick-Listed Workers Work? Evidence from a Randomized Experiment
26164,"Information, Financial Aid and Training Participation: Evidence from a Randomized Field Experiment"
26165,"Investments in education and welfare in a two-sector, random matching economy"
26166,Informing employees in small and medium sized firms about training: results of a randomized field experiment
26167,Multidimensional Sorting under Random Search
26168,Encouraging Tutorial Attendance and its Impact on Grades: A Randomised Controlled Trial
26169,The Comfort of the Future: The Role of Social Norms in Constructing the Ideal towards Sustainability â€“ A Randomised Field Experiment
26170,Estimation of Time-Varying Hedge Ratios for Corn and Soybeans: BGARCH and Random Coefficient Approaches
26171,A reformulation of Aumann-Shapley random order values of non- atomic games using invariant measures
26172,Normal Approximation of the Disrtibution of the Equilibrium Price in Markets with Random Demand and Supply
26173,The effect of random shocks on reciprocal behavior in dynamic principal-agent settings
26174,The Economic Impacts of Climate Change: Evidence from Agricultural Profits and Random Fluctuations in Weather
26175,Efficient Random Assignment under a Combination of Ordinal and Cardinal Information on Preferences
26176,Linear Regression Model with a Randomly Censored Predictor: Estimation Procedures
26177,The Continuous Time Random Walk and the Finite Difference Method for the Space Time Fractional Diffusion Equations
26178,On a statistical approximation model of probabilitydensity function of non-negative random variables
26179,Can Randomness be an Element in Multiple Regression
26180,A Randomized Prospective Comparative Study of Single Versus Combination Chemo-radiation in Locally Advanced Head and Neck Cancers
26181,Nested logit or random coefficients logit? A comparison of alternative discete models of product differentiation
26182,"Effect Of Intrathecal Labor Analgesia On Labor-Induced Endothelial Nitric Oxide Synthase, Tumor Necrosis Factor- Alpha, Interleukin-6, And Neonatal Lactate Levels: A Randomized Controlled Trial"
26183,"MLC901 for Moderate to Severe Traumatic Brain Injury- Pilot, Randomized, Double-Masked, Placebo- Controlled Trial"
26184,Chlorhexidine Alcohol Versus Povidone Iodine Prior to Elective Cesarean Section: A Randomized Open Label Controlled Trial
26185,Semiparametric Forecasting Problem in High Dimensional Dynamic Panel with Correlated Random Effects: A Hierarchical Empirical Bayes Approach
26186,On a random number of disorders
26187,Mass appraisal of residential apartments: An application of Random forest for valuation and a CART-based approach for model diagnostics
26188,"Demographic change, economic conditions, and subsistence salmon harvests in Alaska’s Arctic-Yukon-Kuskokwim region"
26189,The formulation and estimation of random effects panel data models of trade
